Student_ID,Gender,DOB,Grade,Attendance,Math_Score,Reading_Score,Science_Score
90e256c2-9124-4eec-9d44-06b6dc3ca18f,Female,2009-01-12,1,92.8,88.1,75.7,68.2
b3e98e83-fda5-456a-9b3e-465a129ee575,Female,2007-05-21,3,91.6,73.1,55.2,85.5
47647629-b9d3-4c53-8b11-44a520da48a8,Female,2015-06-26,3,75.2,66.8,91.4,69.6
27c58a53-de7a-46c6-8e00-40e2ebe7294c,Female,2016-01-16,4,78.6,95.5,89.0,79.4
b5dceb77-d69c-4b0d-98f0-688bf633ebf9,Male,2018-01-16,4,80.6,56.8,69.3,72.4
1fc83bd5-56a2-42e5-ae07-b2295ccf8387,Male,2008-08-06,5,81.8,86.0,95.5,76.4
e230546b-bb75-4d82-931b-91f78ca728d8,Female,2006-06-02,6,78.7,84.5,59.3,91.4
01e5ce48-e2d5-46ac-a7b3-d47e7314cf9b,Male,2013-10-27,2,85.3,84.5,90.7,70.7
51e443a9-5084-4261-8566-ae12b39f93bb,Male,2014-01-19,1,76.9,96.8,77.3,61.5
9c17df65-a487-4dac-b8af-a139167483ab,Male,2016-02-07,9,93.8,86.4,66.5,78.5
7954f6af-812d-423f-afd3-a3a0e852600e,Male,2019-02-26,7,94.7,65.1,54.2,96.9
428ff018-7add-487d-9e8e-6572d4c500d8,Female,2008-12-15,6,89.4,67.7,58.6,84.7
6a6f424b-b2a2-4cd4-b9c5-449a74bf2b47,Male,2016-03-02,8,77.2,69.6,93.1,65.4
7621e075-dbf1-4792-80b5-925a13a8af27,Female,2015-12-26,10,97.3,51.5,80.3,98.1
cd0604cd-6357-4b98-897a-538cef2e62f7,Male,2007-11-29,6,99.1,95.7,61.9,67.1
7294cfa3-bece-43fd-9a29-c7db43b631a7,Female,2017-08-18,8,80.1,53.7,74.8,99.2
405ca0e2-efaa-4c50-b755-e5ce8e1cf149,Male,2010-12-11,12,92.6,85.0,55.4,59.6
2745baca-e052-4773-a86a-710083ddbdad,Male,2018-08-10,11,96.0,86.5,54.9,100.0
0adfd1a1-a0f8-4224-9051-7059cfae6432,Female,2016-07-25,6,88.5,92.2,95.4,53.8
a700b400-7b82-4bcc-a6f6-ac01769ea71e,Female,2008-04-29,8,83.1,77.7,72.9,85.7
ece33f51-6d93-446f-aff8-f91756726ba1,Male,2017-09-18,3,87.0,86.3,68.1,87.0
96829013-66f0-4cbf-8c04-3647bb57a072,Male,2014-03-21,7,87.8,65.1,97.5,84.0
37231d83-a38a-4ff1-95ba-92626e468da2,Male,2015-10-17,12,85.0,87.3,70.0,88.9
849d5385-b123-40b8-9265-3a1c8e1aaf34,Male,2008-03-15,7,98.2,67.2,66.8,73.6
a71181f3-0979-4be8-bc54-ad774ebf2349,Male,2007-11-28,12,93.6,95.1,63.6,52.7
2940a9cb-81c7-43bf-a2f5-a30f46e5dd20,Female,2018-07-08,5,81.0,58.2,78.3,67.9
0f44b2a0-baae-49de-99e1-fac0f25c1ac9,Male,2018-10-27,12,89.6,65.8,77.9,82.1
ed63df71-ab1c-4ea1-a9a4-5790ec16c59a,Male,2007-01-09,7,92.2,74.9,50.8,82.3
edb7d518-de00-46b1-82ba-8dcae06ae69a,Female,2015-07-20,1,78.5,88.8,82.7,59.8
c4ad2d46-c64e-4176-b776-5931a0ef1db9,Female,2009-10-14,8,84.0,87.4,89.4,62.7
bd0121bf-e7c3-4748-8228-950aa96b276b,Female,2009-09-29,4,97.6,60.5,80.8,74.3
8430f396-1619-4753-b150-7187b90709d3,Male,2010-12-03,1,89.2,57.2,93.5,86.4
4b663b6a-3384-45e2-b958-91e768470b64,Male,2015-01-11,10,80.4,65.2,63.8,92.6
b68f2d59-ff39-481a-8e9e-bc94c3a7d6df,Female,2008-09-24,4,78.1,74.2,59.6,54.3
27aca42e-c5d9-4016-a55f-441e3d6476df,Male,2015-06-28,10,88.0,77.0,84.9,96.3
1216b433-4339-4b0a-b6a9-11ff0986bf48,Male,2012-01-13,4,88.7,71.5,59.4,96.4
61c6c6b4-9e13-4fbe-b23c-56da58b49ea2,Female,2005-10-08,3,83.4,83.2,54.6,50.4
44a9f560-d9c4-45ac-93ca-7bbc069f0389,Female,2010-04-04,12,90.8,71.4,54.8,75.3
92c89cc1-7550-4fa1-a481-f62a75f41ced,Female,2010-02-23,5,76.7,97.3,88.4,79.4
e80b74e0-c237-4a0a-90d1-5e9afa47a9e8,Male,2015-03-23,8,78.6,63.0,51.4,77.7
326e718b-a41a-47ee-83ba-20d501614d99,Male,2017-05-16,8,88.7,81.4,64.5,80.8
0677054e-4838-4672-a0c9-627f8a5a9acd,Female,2008-06-03,7,76.5,80.6,56.5,75.2
c458362b-4761-4f9a-85e1-9fb555ba795f,Male,2012-06-09,11,97.0,64.1,87.7,64.7
fe11ede4-35a8-46b9-8839-a3fe8cba868a,Female,2013-04-23,9,78.6,70.6,75.2,54.8
095dadcd-4399-4772-9098-d70025d9dcb9,Female,2011-09-02,5,91.8,68.3,60.3,60.4
698618ff-4c12-4bc3-bc75-5a41a89230e2,Female,2012-03-19,11,84.8,58.6,87.5,87.0
debc740d-e399-46b5-86ed-30e99abd389b,Male,2018-09-29,3,85.0,73.9,87.5,62.1
c651ded7-4c51-4c36-a80a-ad174d3ff3dd,Male,2017-08-16,7,94.1,69.3,76.2,91.5
7f076e59-e73c-4a78-bf52-694698ae40d4,Female,2011-06-04,12,87.5,58.9,63.8,70.2
ae9f8745-7dcd-4f28-aaa7-8ca1d33f64ab,Female,2008-04-23,8,93.1,72.5,79.3,70.7
e213eeba-b798-4447-8502-a0d2a43276b5,Female,2017-04-15,10,87.6,71.1,96.7,93.4
0d688ea9-b0e7-4359-bb0f-e659cec67791,Male,2017-05-30,8,89.8,56.6,52.6,60.7
b3220cdc-6331-4357-a286-6a70209d9ce3,Male,2016-02-08,11,94.0,56.6,63.3,59.5
7b9c3261-3fd6-455a-9563-0922e28afc7a,Female,2009-10-22,12,90.2,82.4,64.2,99.3
e0188ec9-3242-4b0b-818c-23a3eda111a5,Female,2011-04-03,4,90.4,85.3,81.6,77.0
e73dac11-139a-43c1-afc2-9c8cf6a56e04,Female,2010-08-15,3,94.7,97.1,82.6,59.5
90bdb6f7-c5ac-40dd-9c04-bcf841352de7,Male,2018-07-26,6,98.7,54.4,60.3,58.3
aa173a7a-ef35-4896-870d-b60a98def140,Female,2012-05-30,9,84.4,55.9,60.8,93.1
18991859-2821-4ef7-a5ce-b56970b79931,Female,2017-08-21,3,89.4,52.6,96.4,80.0
93fe3171-0eef-43ea-bea8-606d0897ce8d,Female,2012-12-09,1,77.2,76.6,87.8,55.8
6236a5a1-eacc-441c-a083-f3b39f11161e,Male,2016-04-14,5,84.0,81.1,96.7,94.3
af56fb53-e889-426d-9559-e2ef58a6c15f,Male,2005-09-14,12,85.3,70.2,91.5,72.2
f6d34cb8-a55b-4ee3-a118-1e70c8b02244,Female,2008-11-14,9,95.9,89.9,70.1,99.5
3db9bd79-d804-4146-8bd4-d244b0f4b955,Male,2016-03-06,5,87.8,84.3,56.1,64.1
3e4a863b-50f4-453a-b4d1-b9f9c021b185,Male,2012-07-15,3,93.3,99.3,81.5,76.4
c7995f3a-a2ac-4c21-aadd-54a4cfd9c2d8,Female,2009-06-16,5,75.5,56.9,67.6,58.7
02dbf8fa-a2d6-4a8e-9eba-da3766b5edbb,Male,2009-12-29,3,86.6,52.9,71.3,72.0
6415e143-ed89-4d84-8f86-ea6b1e3901dd,Female,2014-10-15,2,97.5,63.7,71.3,58.8
45d89331-b894-4fb4-82fd-b63cac832d9c,Male,2007-12-18,11,80.6,51.0,96.8,65.4
f2f30583-3f10-4d4d-809d-9bbac163f747,Female,2014-01-22,12,75.8,96.6,53.4,63.5
c4b019dc-5b21-440f-8aca-01e73b736b8d,Female,2007-05-13,2,85.8,65.2,59.7,64.2
01909829-b5ff-4ffb-bbbb-0b918ccf6254,Male,2014-07-08,1,92.6,77.6,80.4,98.5
6041c55f-27fe-4990-98ca-a6e65af268de,Male,2018-09-24,4,86.4,65.9,94.2,51.9
53ca00ed-0d4b-4a6c-8cb6-ad395dd856c0,Male,2010-01-30,6,86.5,62.3,95.9,74.8
d3e00e2c-b7dc-4455-ba43-ddd6cbca135e,Male,2014-03-05,3,91.7,57.6,77.9,81.5
8a343a1a-8e38-485e-ae69-d4bc964625b9,Female,2017-12-10,4,81.4,66.0,51.7,83.0
b80e1b20-5f16-4712-958d-b12de6111bf1,Female,2013-10-09,3,93.8,80.8,68.1,87.7
9fa83c12-8085-4482-9350-3e48aa7257c0,Male,2011-08-21,10,78.8,98.6,95.9,88.0
9d88c0aa-1c0a-44c9-9d3e-bd70861ed7e9,Male,2018-07-14,9,84.9,77.9,75.0,97.8
a9b193bf-735b-4766-bb28-f1ebc0a82b67,Male,2014-08-04,8,91.4,76.6,86.3,87.8
25fc9982-0822-4471-baef-0ee9f2f5c520,Female,2018-06-05,5,95.7,51.8,63.5,91.2
03695c04-a2b3-47e8-b9c9-95f6af847897,Male,2009-04-26,11,94.8,92.0,51.3,76.6
c6c85d37-e8b4-454c-811d-faaeea45a85e,Female,2016-08-16,12,93.0,52.2,78.9,82.9
4eecb476-8a7d-4c0c-ae32-4756d5a7cba2,Female,2016-12-28,3,84.0,95.3,91.7,73.9
a1a6fec1-c0f4-4c17-b9f4-c93721cb6bc3,Female,2007-06-15,3,78.1,76.9,99.5,63.8
86d37fa3-c313-4ba9-a483-3168376d36ce,Male,2018-03-05,7,80.4,58.4,92.3,65.7
6a08c014-7ad1-4183-8c7d-6439e662dc2c,Female,2007-05-22,2,96.6,72.6,77.7,68.0
56b4fcab-9223-43d6-bcbf-7daa2ca381ca,Male,2007-01-12,6,96.4,99.7,80.4,67.0
f3f84c1d-e238-4e56-8cab-c7f3aab5a812,Male,2018-03-03,7,98.8,65.3,91.2,76.7
1aa9a604-c21f-4fbd-bba6-072922ac60e7,Female,2017-05-26,7,76.9,63.5,51.0,62.4
0e96e128-124b-4684-b015-39e347808632,Female,2010-03-25,4,88.4,55.9,97.6,75.8
c2198c06-dfe1-48eb-8228-a7c3fb7cfa38,Male,2017-12-14,7,91.2,79.9,76.6,95.8
97004e2a-b73e-46bb-851c-151aa065eb42,Male,2010-11-02,12,92.8,54.5,97.6,70.3
9b2d2a17-ec8d-4b26-861c-697a7adbc2c1,Male,2016-06-28,3,91.1,88.3,88.2,61.1
a34b5d07-4730-482b-8a6d-76f57b19ae86,Male,2016-06-19,8,94.3,96.0,57.6,67.3
0c197a96-e39d-46eb-a6ee-1bb3b717308f,Male,2010-02-09,1,84.0,96.6,58.3,93.8
817ffae9-5e5d-4aa2-b462-61e382110da5,Male,2012-03-27,1,79.5,55.4,67.7,97.1
7b9efc38-f41c-4301-911b-f0d14ae7d786,Male,2011-11-12,7,80.1,77.9,63.2,94.3
0125f7a2-8672-4821-87bb-a0c84dce26cf,Female,2009-10-31,2,75.3,54.9,72.0,64.4
65e3a96d-2ddf-4e7a-90c4-3f1d95b16897,Female,2012-11-14,1,83.8,78.6,80.2,69.4
b41b2815-c5b5-4f0a-ad1f-1980b9a9e4c3,Female,2005-12-13,3,77.3,90.7,71.8,98.7
1faafa02-25f9-4ad1-9141-f18a87f0a603,Male,2017-07-23,7,83.0,76.9,52.8,66.2
2e8783b0-f625-4043-8403-7c7229478cf7,Female,2014-06-26,9,90.7,93.6,98.8,56.9
93097415-b4ca-401b-b676-ddef110c670e,Female,2018-03-26,3,97.4,90.1,71.3,64.1
9071c49e-9a3a-41d0-8231-9f2ff127ce19,Female,2007-04-01,9,96.0,63.8,92.6,98.2
fb5db796-3195-4c68-a33d-392654b98ff7,Female,2011-02-12,3,81.3,81.5,53.7,70.8
a94cb5cc-826d-47b0-aa17-bae067d0f80f,Female,2012-05-06,8,78.4,50.4,90.5,96.7
ad833cbf-4bd1-4fec-81c9-1bc82dd72882,Female,2010-10-14,5,79.8,69.8,58.7,55.2
87bba574-0dfc-48ac-834a-54e4f7582eb2,Male,2010-09-22,8,99.3,61.9,84.0,88.3
e4f09de3-f2ae-4e7a-a1f2-a3a069faf5bd,Female,2009-09-06,12,88.7,96.9,83.1,54.7
fcf83e23-cdc6-48db-adaf-140ad9184e1e,Female,2005-07-28,12,79.6,70.3,95.5,59.9
b7e14caf-b09a-47c5-b3ef-244d5fa7c9d8,Female,2016-05-23,1,96.0,82.7,66.0,80.8
a96f6f9a-68b5-4421-a59b-1cac21cbcfcf,Female,2007-02-21,11,84.9,86.6,55.4,71.7
128d2aa1-5276-452a-b209-cac5c57a9427,Male,2017-04-03,1,97.5,88.7,93.2,83.3
145e33e9-b41b-40b8-8b80-9551df7a4e31,Male,2011-10-08,12,81.5,86.8,66.6,98.7
fff901e3-0c33-4f47-af38-a4145b3458c9,Female,2006-01-12,4,84.8,64.5,61.6,52.6
657407b8-f68e-4104-bb9b-d625bd2f7d27,Female,2012-03-26,5,87.6,84.3,74.3,59.6
197252b5-d0eb-4fb7-b0b5-58d495f661e6,Female,2011-08-30,2,97.3,77.5,57.3,82.0
68dd7453-ab38-42a1-904b-b07f7d65ea1a,Male,2005-06-25,2,96.7,79.9,64.8,94.8
9b06a0c5-aff0-4753-80ff-74274c14acda,Male,2008-12-01,9,89.4,50.0,69.3,89.9
ac8fff65-cab6-419b-9f25-6822a5a214a0,Female,2013-04-06,12,80.5,62.9,63.9,73.3
769c2c5d-bdb6-406a-907f-6f4cc5b7cdcc,Female,2011-05-18,8,85.1,96.5,72.5,87.3
dae6dbf7-fee6-404a-af2d-b83ce35550df,Female,2016-11-08,9,99.4,64.5,69.2,60.4
6cc9c957-8b3b-48dc-93c3-99c415d1fe78,Male,2006-07-27,10,90.2,71.9,88.7,50.7
f857a817-fc5f-4512-928c-94f1ec2e8487,Female,2006-03-15,4,94.5,59.3,95.9,78.5
b8118a13-e595-4b12-b4ee-f2e13faa5043,Male,2009-05-23,1,86.2,56.9,55.0,90.7
45ddef39-d9cc-421f-8c30-bcda7b5e564d,Female,2013-05-18,1,88.3,60.4,91.2,71.7
3ff47d38-e0e4-4bf3-99f2-c22156e17f53,Male,2016-09-03,5,85.7,77.7,96.6,78.5
8076504d-7d45-419d-bc62-81709c43a626,Male,2017-11-20,3,92.6,96.0,84.3,71.1
1ee22324-0207-449b-8163-06e0df5e58c7,Female,2016-04-23,1,96.3,66.3,99.8,75.7
b0ef1b80-fd88-45ac-82a0-6547ece8821c,Female,2019-04-15,3,87.7,66.2,66.8,94.2
bfa9025b-631a-44e4-b98e-1dbdfa14be7e,Male,2005-11-17,2,87.0,78.2,91.5,73.9
9d6b942b-9978-4535-8334-6543d8dd46a0,Female,2018-03-28,11,83.5,67.8,83.7,50.4
648d21ef-b5a7-4fd1-b8e4-870657c09f26,Male,2015-01-03,2,79.4,95.5,66.2,90.0
e75e9765-bbea-41db-a4a0-6d241d4b05aa,Male,2014-07-01,7,98.5,68.9,85.2,80.9
a15aa543-5362-49e2-86bf-1f62dd3b59a5,Male,2012-02-12,8,82.9,74.5,75.5,86.5
599e234c-3ab2-4457-84be-def08bce4000,Male,2005-09-03,7,95.0,76.7,59.4,95.1
948923be-297b-4544-a25d-e82a9b251688,Female,2007-09-01,2,92.9,89.1,58.7,64.3
3a854760-9210-4501-8ff9-16195536c8a8,Male,2013-12-19,4,94.8,78.2,85.7,75.2
c6cc4466-56bf-432f-baa1-984d10a6689e,Female,2013-09-01,1,98.4,62.0,85.6,80.1
f3239da4-18e4-49ad-8fd8-ea42d1c31a47,Female,2017-01-25,5,90.6,56.2,76.5,67.3
7f21350a-22a1-4251-8714-9b46fdfbb80e,Male,2011-11-02,3,97.4,96.9,75.1,92.3
184e17db-3fbd-4f6a-a88c-4e0a74a7e68a,Female,2014-12-26,7,79.2,90.1,59.0,84.9
136e03a1-06ae-47ee-930d-52b385f63de1,Male,2013-08-31,9,90.7,51.1,71.5,86.7
19d05ece-4b79-4d08-9343-cb43d0a8b1d2,Female,2007-01-25,7,94.3,91.1,93.6,90.4
94d183c9-26af-40dd-88ac-d4f5d405d6f8,Male,2016-09-20,6,81.8,79.5,92.7,62.9
bc77cb6b-a1ad-4705-b478-dab38624ba43,Male,2019-02-05,5,93.5,75.9,83.0,87.3
9b8a0da4-7663-4431-a49f-6df97d080766,Male,2008-09-27,11,94.5,50.6,99.9,88.7
a91e709d-a19f-4e33-9a48-9120ca4d5b44,Male,2017-12-15,3,95.8,89.0,94.7,92.1
a830b218-da8e-4c18-a44a-ce5fb06df70c,Male,2015-12-22,9,82.8,59.9,57.3,74.4
ed3119d9-61b9-43f0-b3d2-bb3e09f53445,Female,2016-10-31,10,92.0,86.4,70.0,75.2
65bc7631-01c6-4335-8bc8-19df98dd7885,Female,2017-02-03,6,82.6,50.8,56.6,54.9
ed324ca2-579f-42f0-a930-a9e75f783275,Female,2009-02-11,4,93.5,89.8,73.3,92.6
a17df3ac-18c5-445b-a64e-2158eb8962f2,Female,2016-06-11,6,86.6,51.2,88.8,76.7
768b7415-4516-4d3f-8b26-4edf4f1ad83e,Male,2015-03-31,2,89.9,61.8,57.8,79.7
9020d7fa-b6d4-466b-9b25-ccf89e56dff9,Male,2006-11-17,1,85.4,63.4,94.0,56.1
2fbd1066-fe76-4a75-9bc1-42a6e190b732,Male,2011-10-16,2,79.0,57.9,78.5,80.1
8678a3ae-7ad3-46db-b33d-87690f351c00,Male,2011-04-17,3,79.5,74.1,87.4,52.1
05869614-0934-405d-abe9-6186d2569776,Female,2010-04-27,7,76.9,64.2,52.3,96.2
ca2752f7-de3d-46cf-9a23-aaa7795b2a15,Female,2006-02-28,11,90.5,99.7,54.7,93.2
5ad503bf-f048-4a8c-9ae6-b4450179f2b7,Male,2009-07-03,3,96.2,79.0,81.0,59.7
50db821e-ba51-4c8c-b47d-d5eec2a033df,Male,2018-11-03,12,75.5,78.3,91.9,79.7
6227c55d-f7a1-4e53-8242-04f2789b5c5e,Female,2017-06-03,12,76.7,61.0,93.7,80.1
ed28475a-d30f-454d-9ca6-be073a081cae,Female,2014-03-19,12,86.4,70.4,84.4,90.2
9790ad52-785d-4620-b883-18186a1fdb11,Male,2014-11-09,11,93.4,56.2,60.0,87.8
9d05e10f-a795-4c06-9f2e-0f1ee36c22ad,Female,2018-07-02,5,78.9,88.1,59.8,99.7
adcd44d6-7383-458b-b13d-62a461bc4299,Female,2008-04-28,1,81.8,66.6,94.1,67.5
277854db-9363-4958-a0c0-487f2354329c,Male,2016-09-15,7,80.8,87.6,55.7,56.2
e08b2e70-62ef-44cd-b276-02403c7f8a1c,Male,2011-03-20,7,85.0,68.6,84.3,78.7
b9ed3fd5-8af7-418b-84bb-e35c7a2332f0,Female,2016-07-02,11,80.6,99.4,76.7,88.2
9a611f52-3020-4d85-8154-09040050aa3a,Female,2013-09-28,12,83.8,58.6,71.1,64.3
aee4e813-5a6d-4866-a6a7-dbb06a2fc49b,Female,2006-03-15,7,93.2,50.1,72.0,61.8
87a7e9a8-a045-467f-b285-1afe2763bb86,Male,2014-08-31,5,90.3,79.7,97.3,90.1
5c9d2c10-8aa2-4100-9bd3-91690d788290,Male,2008-10-03,3,77.0,97.6,93.1,87.7
a533585a-017f-4df4-92d1-36b43b94c17a,Female,2008-06-14,1,90.9,82.4,93.2,60.2
933d5c07-0447-4195-bb70-352563ad9358,Female,2006-12-01,7,86.9,54.3,70.3,93.5
bac2ddeb-f6ef-41cb-bbcb-ed18fa84cec4,Male,2013-07-21,7,98.4,77.0,55.3,56.7
65608220-1902-441f-978e-cc947e662b51,Female,2014-06-03,10,82.2,95.5,99.9,55.5
37860f32-dc42-4b46-ae00-868755035c95,Female,2016-02-18,7,93.2,50.3,57.3,67.6
5be0994e-6d5f-4281-a3f9-dd75863c047a,Female,2012-07-12,11,93.3,58.3,75.8,94.3
98427b90-7636-4633-8477-df1d86162849,Female,2012-03-30,8,80.5,90.7,63.2,84.8
6c56975a-392c-480d-9c45-6d731537e90f,Female,2010-09-02,11,97.6,94.7,75.5,69.7
7e15f8d9-0c87-43ce-b1f8-b5badc8fefec,Male,2014-01-06,2,87.3,85.4,65.2,57.9
8dc9d390-78cc-4a29-8123-7f97ef4b0bf1,Female,2008-02-17,11,92.0,99.6,94.8,85.7
e1c44306-9988-4edd-8b57-708ecf932d42,Male,2006-10-30,9,78.6,54.5,98.4,80.0
06e25139-ad33-4c6a-a77c-d3687b7883c0,Female,2017-07-08,3,81.4,77.3,70.5,99.4
35009666-e292-43ce-9fff-fdf02cf0ca0d,Male,2010-04-26,3,89.7,84.2,53.5,88.3
b5aa586b-092c-4d74-b0b1-1ac8c576269b,Female,2008-01-22,12,83.0,85.1,83.2,55.1
a4f3a730-f2fc-4917-82b2-98cf082c324d,Male,2014-06-24,1,87.5,89.7,68.8,86.4
498610bd-664f-4356-a246-505946856f76,Male,2011-06-25,6,84.4,95.9,99.3,62.9
34323920-7fcf-45d4-91f4-8b3cb756b747,Male,2018-02-12,4,91.0,68.1,54.5,98.1
9abdd88a-8f1f-4de7-b55d-26949ae3f1de,Male,2018-06-13,8,87.2,52.1,56.0,51.0
4c40f974-4f22-40ff-b42a-55e4cdae05cc,Female,2018-04-23,11,75.1,68.1,85.0,61.9
c2eb6433-acba-4ca0-8cc2-102ce180a998,Female,2018-01-06,5,91.2,83.6,87.9,74.9
d2a95eb3-b604-4ead-af61-55b1f0f896cf,Female,2018-03-22,6,85.6,60.7,73.6,54.0
e924a05e-076a-47ea-8f6f-eb940b6d4ea2,Male,2014-10-13,12,83.5,90.5,63.9,67.2
7c8f8cb0-3565-4204-8c18-8af20a374dfc,Male,2005-06-26,10,77.4,61.0,65.5,74.9
c8a8af02-8163-42d4-bdfd-27d56b28a251,Male,2010-12-20,11,80.5,50.5,66.9,72.3
70f40905-2a18-4e9a-824b-55caa1e744dc,Male,2013-01-25,6,80.6,75.4,61.3,73.0
50dc66c5-ff7e-4f27-aeb8-0f4bc61b041e,Female,2017-07-30,3,98.4,86.3,92.5,94.0
9b1a9fdd-0401-407e-ade8-4ebc47385fad,Male,2017-08-27,5,85.8,67.5,53.3,75.3
e3cb8c58-c171-4960-8e0c-ccbf75fbd00a,Male,2012-03-24,9,76.1,87.4,70.4,97.1
93e8beb0-e078-42fb-882d-60944209cf3c,Male,2013-07-12,2,78.5,71.9,87.4,57.4
b3aa1a71-04aa-4774-b2c7-94ceba572abb,Male,2015-11-26,4,77.0,58.6,50.2,64.0
7c43c7f5-363a-4f4d-b298-b9140bd249e3,Female,2012-03-06,1,89.7,54.5,93.9,82.8
3a556357-6e83-4f8b-9335-7674cfbb7758,Female,2006-12-15,6,79.7,85.5,85.3,64.2
1399cd87-cac4-4c3a-8cff-e85d6a883cef,Male,2014-12-27,10,87.5,69.3,53.7,67.4
6b1d6a5e-40cb-489e-9958-4a7881937f63,Male,2010-01-06,1,84.3,95.6,94.7,95.1
192ea0c5-b2a8-46fe-b487-5a2115372b48,Male,2014-12-07,9,95.1,77.0,74.4,76.9
f7ed3484-4a87-428c-89bf-c1effb4f27c5,Male,2013-04-15,12,83.0,67.4,82.6,66.7
54713e72-8430-4058-8aaf-3a85232fa4a9,Male,2010-06-21,3,86.5,67.4,94.1,88.8
43b61ed4-41d7-43e4-82a5-b3c933f5ab1c,Female,2008-10-23,9,93.0,56.6,94.1,53.5
04129829-7cfd-44e8-9dc0-74bc3ab62869,Female,2011-03-31,12,85.8,79.7,70.4,78.2
d1c3ac33-e453-4722-8d1f-c68b4247c763,Female,2014-12-29,12,94.8,79.1,61.9,55.0
d59758d2-c26b-4055-b78e-2a33f23cdda4,Male,2012-02-24,3,91.5,90.0,62.9,58.8
7d30122b-2c88-4710-85e7-7f016951c242,Male,2015-10-01,2,85.3,60.1,88.3,53.1
96d7e167-6c08-49a3-a218-6751112bc425,Female,2013-05-04,2,87.6,64.5,96.5,95.1
eff028bf-9ab7-4a64-8e7f-00e6d1c1cc59,Female,2011-06-19,9,99.2,54.9,53.6,52.4
265e8c12-7ebc-4548-b2ee-7d704eb4d5c7,Female,2008-12-24,9,91.5,64.8,50.8,75.8
ef11a86e-0c19-4750-8c65-c7884c2bbe39,Male,2012-10-04,9,97.6,71.4,91.1,61.2
981583cd-968f-4527-9414-8dc89d589817,Female,2011-05-16,5,79.5,98.2,69.3,69.2
4d43f6ad-3473-47c4-93d4-f34e113c6cf7,Male,2006-11-11,3,87.1,82.7,63.8,74.7
9c6b1f4c-1cd3-4c5c-a602-f1be847af60e,Female,2015-01-14,7,97.7,89.1,59.4,72.5
1a3f47d1-f723-4a87-b1b9-42bf1f347d63,Female,2008-09-07,6,83.1,66.3,67.3,87.4
bb232d84-dfe5-4a1f-b00d-850b70697a9d,Female,2007-10-09,9,99.2,57.2,98.6,95.6
811ecad7-d9ba-442a-b47f-606d37a04ef2,Male,2008-01-26,6,77.4,62.8,98.9,65.0
2ffe78a2-8a83-4b76-b52e-c6de174bbb4a,Female,2006-04-01,5,97.6,62.8,66.6,51.2
c28cc902-109a-408a-ab6e-33144dcb0015,Male,2017-08-13,4,86.1,79.2,98.2,94.7
bfead0ff-4e38-4a0a-9d6b-5050a65faee4,Male,2017-12-07,3,76.8,67.1,65.0,98.9
c12cc853-b99f-49e9-980f-017208ee9327,Male,2006-09-09,4,97.0,92.9,92.7,71.7
d8a024ea-8ac5-44a5-8b89-6852d294fe52,Female,2018-09-26,2,81.3,99.4,60.6,72.8
ea2fc80b-4ed9-4e62-bd55-7b16089ebe34,Male,2013-09-24,5,75.6,67.2,91.3,57.2
cb2aa901-1a7d-494f-a831-4f23b5d7ed2b,Male,2016-11-03,1,78.4,85.3,67.7,73.8
2f985d99-0d28-41ed-afcd-b51266cb2f5f,Female,2018-11-16,3,91.5,82.9,59.8,65.2
9d441262-3233-4159-bcf7-9c47b6eebc13,Male,2006-07-09,9,99.4,59.7,96.7,99.7
8659bded-a88f-4590-a4d6-49f2c8b688fa,Female,2018-04-27,4,77.8,95.9,60.7,59.2
ae815657-3b8c-4122-8a5d-41745dd5a31e,Male,2005-06-28,9,86.5,60.0,99.6,68.9
d0cbd59e-fd06-4c67-bc5b-4743e517a6ce,Male,2010-06-28,9,79.5,86.8,55.4,80.8
4f19f1e5-d409-4e4f-af64-026f214e724c,Female,2017-10-17,7,93.6,67.4,50.5,67.3
ff852713-41f5-40ce-85ff-4219e0078328,Male,2016-03-16,12,78.0,68.4,93.5,73.7
50ad270e-2305-4e3e-99cc-74fc4b3e8b7c,Male,2010-04-03,1,81.0,72.8,79.3,98.7
34c48ff5-59f5-4288-9c9a-4b6fa50b2274,Female,2017-11-05,9,79.9,93.2,71.1,75.4
e17b049e-74a9-4560-9f93-dfd09c8cdace,Female,2008-12-17,12,88.8,57.0,54.1,95.5
c061eb41-98b6-4d41-9256-a1d000115209,Female,2015-10-21,11,96.8,52.7,78.7,52.2
f0fefc16-e4b9-49d7-979b-68fcff70ff14,Male,2016-04-03,3,87.8,70.1,69.7,56.0
a386bc16-0a69-4008-9ab2-7d50c1dbf4f5,Male,2009-02-05,4,76.5,52.8,74.2,97.2
a92e1e23-c25c-424d-9f28-b4cd7da2519a,Female,2008-07-16,3,89.1,84.4,81.5,56.4
e4bd7b24-4c24-4965-91fe-e858af4f5a3f,Female,2015-07-01,8,94.9,88.0,82.0,86.8
03b330f9-7757-4e85-9ea8-dc792959f3b2,Female,2008-11-25,9,78.3,92.7,98.0,72.3
1c245ed1-dce9-4e30-94d2-e2082c8c87ba,Female,2009-06-12,4,76.8,87.2,82.8,70.3
ba2e8f16-5b6c-48b1-94ee-32cf133a692c,Female,2006-01-06,7,79.7,95.8,67.0,83.0
2177baf4-ff8b-4d33-ac66-a37ab001b624,Female,2015-11-24,9,93.7,87.4,66.5,86.4
